,0,1,2,3,4,5,6,7,8,9,description
241,354,Fracture of the shoulder,"[{""symptoms"":""Shoulder pain""}","{""symptoms"":""85""}","{""symptoms"":""Arm pain""}","{""symptoms"":""28""}","{""symptoms"":""Bones are painful""}","{""symptoms"":""26""}","{""symptoms"":""Arm stiffness or tightness""}","{""symptoms"":""10""}","['Fracture of the shoulder \t Also known as Shoulder Fracture and Proximal Humeral Fracture \t \t\t \tFractures of the proximal humerus', ' including the head', ' anatomic and surgical necks', ' and tuberosities. \t\t Source: MeSH', 'Patients with fracture of the shoulder often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t application of splint', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t cat scan of head', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises']"
242,355,Acute kidney injury,"[{""symptoms"":""Shortness of breath""}","{""symptoms"":""41""}","{""symptoms"":""Weakness""}","{""symptoms"":""39""}","{""symptoms"":""Vomiting""}","{""symptoms"":""30""}","{""symptoms"":""Dizziness""}","{""symptoms"":""29""}","['Acute kidney injury \t Also known as AKI', ' ARF', ' Acute Renal Failure', ' Acute Kidney Failure', ' Acute Renal Insufficiency', ' and Acute Renal Shutdown \t \t\t \tAcute kidney injury (AKI)', ' previously called acute renal failure (ARF)', ' is a rapid loss of kidney function. \t\t Source: Wikipedia', 'Patients with acute kidney injury often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count']"
243,356,Threatened pregnancy,"[{""symptoms"":""Spotting or bleeding during pregnancy""}","{""symptoms"":""79""}","{""symptoms"":""Sharp abdominal pain""}","{""symptoms"":""69""}","{""symptoms"":""Pain during pregnancy""}","{""symptoms"":""69""}","{""symptoms"":""Uterine contractions""}","{""symptoms"":""67""}","['Threatened pregnancy \t Also known as Threatened Abortion \t \t\t \tMiscarriage is the spontaneous end of a pregnancy at a stage where the embryo or fetus is incapable of surviving independently. Miscarriage is the most common complication of early pregnancy. \t\t Source: Wikipedia', 'Patients with threatened pregnancy often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement and \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Urinalysis""}']"
244,357,Intracranial abscess,"[{""symptoms"":""Seizures""}","{""symptoms"":""68""}","{""symptoms"":""Fever""}","{""symptoms"":""58""}","{""symptoms"":""Back pain""}","{""symptoms"":""58""}","{""symptoms"":""Headache""}","{""symptoms"":""58""}","['Intracranial abscess \t \t\t \tBrain abscess (or cerebral abscess) is an abscess caused by inflammation and collection of infected material', ' coming from local (ear infection', ' dental abscess', ' infection of paranasal sinuses', ' infection of the mastoid air cells of the temporal bone', ' epidural abscess) or remote (lung', ' heart', ' kidney etc.) infectious sources', ' within the brain tissue. The infection may also be introduced through a skull fracture following a head trauma or surgical procedures. Brain abscess is usually associated with congenital heart disease in young children. It may occur at any age but is most frequent in the third decade of life. \t\t Source: Wikipedia', 'Patients with intracranial abscess often receive \t\t\t \t\t\t radiographic imaging procedure']"
245,358,Gum disease,"[{""symptoms"":""Toothache""}","{""symptoms"":""89""}","{""symptoms"":""Gum pain""}","{""symptoms"":""53""}","{""symptoms"":""Facial pain""}","{""symptoms"":""46""}","{""symptoms"":""Peripheral edema""}","{""symptoms"":""44""}","['Gum disease \t Also known as Periodontal Disease and Parodontosis \t \t\t \tDental diseases may affect the teeth', ' the gums', ' or other tissues and parts of the mouth. Dental diseases can cause much more serious problems than a toothache;;;;;;']"
246,359,Open wound from surgical incision,"[{""symptoms"":""Skin lesion""}","{""symptoms"":""21""}","{""symptoms"":""Skin swelling""}","{""symptoms"":""10""}","{""symptoms"":""Recent pregnancy""}","{""symptoms"":""10""}","{""symptoms"":""Knee swelling""}","{""symptoms"":""5""}",[]
247,360,Gastrointestinal hemorrhage,"[{""symptoms"":""Blood in stool""}","{""symptoms"":""75""}","{""symptoms"":""Rectal bleeding""}","{""symptoms"":""68""}","{""symptoms"":""Sharp abdominal pain""}","{""symptoms"":""53""}","{""symptoms"":""Melena""}","{""symptoms"":""51""}","['Gastrointestinal hemorrhage \t Also known as GI Bleeding', ' Gi Bleed', ' Gastrointestinal Bleeding', ' Gastrointestinal Bleed', ' and GI Hemorrhage \t \t\t \tGastrointestinal bleeding or gastrointestinal hemorrhage describes every form of hemorrhage (loss of blood) in the gastrointestinal tract', ' from the pharynx to the rectum. It has diverse causes', ' and a medical history', ' as well as physical examination', ' generally distinguishes between the main forms. The degree of bleeding can range from nearly undetectable to acute', ' massive']"
248,361,Seborrheic dermatitis,"[{""symptoms"":""Skin rash""}","{""symptoms"":""74""}","{""symptoms"":""Skin dryness",peeling,scaliness,"or roughness""}","{""symptoms"":""49""}","{""symptoms"":""Abnormal appearing skin""}","['{""symptoms"":""16""}', '{""symptoms"":""Symptoms of the face""}', '{""symptoms"":""14""}]', 'Seborrheic dermatitis \t Also known as Seborrhea and Seborrheic Eczema \t \t\t \tSeborrhoeic dermatitis (also seborrheic dermatitis AmE', ' seborrhea) (also known as ""seborrheic eczema"") is an inflammatory skin disorder affecting the scalp', ' face', ' and torso. Typically', ' seborrheic dermatitis presents with scaly', ' flaky', ' itchy']"
249,362,Drug abuse (methamphetamine),"[{""symptoms"":""Drug abuse""}","{""symptoms"":""66""}","{""symptoms"":""Depressive or psychotic symptoms""}","{""symptoms"":""54""}","{""symptoms"":""Anxiety and nervousness""}","{""symptoms"":""39""}","{""symptoms"":""Depression""}","{""symptoms"":""39""}","['Drug abuse (methamphetamine) \t \t \t\tDrug abuse (methamphetamine) is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with drug abuse (methamphetamine) often receive \t\t\t \t\t\t mental health counseling', ' \t\t\t \t\t\t\t\t\t \t\t\t psychotherapy', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t toxicology screen', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel and \t\t\t \t\t\t\t\t\t \t\t\t cardiac enzymes measurement \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Mental health counseling""}', '{""commonTestsAndProcedures"":""Psychotherapy""}']"
250,363,Torticollis,"[{""symptoms"":""Neck pain""}","{""symptoms"":""89""}","{""symptoms"":""Neck stiffness or tightness""}","{""symptoms"":""51""}","{""symptoms"":""Headache""}","{""symptoms"":""50""}","{""symptoms"":""Neck cramps or spasms""}","{""symptoms"":""47""}","['Torticollis \t Also known as Neck Contracture \t \t\t \tTorticollis', ' also known as wry neck or loxia', ' is a symptom defined by an abnormal', ' asymmetrical head or neck position', ' which may be due to a variety of causes. The term torticollis is derived from the Latin words tortus for twisted and collum for neck. \t\t Source: Wikipedia', 'Patients with torticollis often receive \t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;']"
251,364,Poisoning due to antihypertensives,"[{""symptoms"":""Depressive or psychotic symptoms""}","{""symptoms"":""52""}","{""symptoms"":""Dizziness""}","{""symptoms"":""52""}","{""symptoms"":""Itching of skin""}","{""symptoms"":""41""}","{""symptoms"":""Skin rash""}","{""symptoms"":""41""}","['Poisoning due to antihypertensives \t \t \t\tPoisoning due to antihypertensives is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with poisoning due to antihypertensives often receive \t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement and \t\t\t \t\t\t\t\t\t \t\t\t urinalysis \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Intravenous fluid replacement""}', '{""commonTestsAndProcedures"":""Electrocardiogram""}']"
252,365,Tension headache,"[{""symptoms"":""Headache""}","{""symptoms"":""97""}","{""symptoms"":""Neck pain""}","{""symptoms"":""51""}","{""symptoms"":""Nausea""}","{""symptoms"":""36""}","{""symptoms"":""Dizziness""}","{""symptoms"":""32""}","['Tension headache \t Also known as Stress Headache and Tension Type Headache \t \t\t \tA tension headache (renamed a tension-type headache by the International Headache Society in 1988) is the most common type of primary headache. The pain can radiate from the lower back of the head', ' the neck', ' eyes', ' or other muscle groups in the body. Tension-type headaches account for nearly 90% of all headaches. Approximately 3% of the population has chronic tension-type headaches. \t\t Source: Wikipedia', 'Patients with tension headache often receive \t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t cat scan of head', ' \t\t\t \t\t\t\t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test', ' \t\t\t \t\t\t\t\t\t \t\t\t mental health counseling']"
253,366,Alcohol intoxication,"[{""symptoms"":""Abusing alcohol""}","{""symptoms"":""79""}","{""symptoms"":""Depressive or psychotic symptoms""}","{""symptoms"":""60""}","{""symptoms"":""Vomiting""}","{""symptoms"":""41""}","{""symptoms"":""Depression""}","{""symptoms"":""32""}","['Alcohol intoxication \t Also known as Inebriation and Drunkenness \t \t\t \tAlcohol intoxication (also known as drunkenness or inebriation) is a physiological state induced by the consumption of alcohol. \t\t Source: Wikipedia', 'Patients with alcohol intoxication often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t blood alcohol', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis and \t\t\t \t\t\t\t\t\t \t\t\t toxicology screen \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Complete blood count (Cbc)""}']"
254,367,Scurvy,"[{""symptoms"":""Sharp abdominal pain""}","{""symptoms"":""91""}","{""symptoms"":""Skin moles""}","{""symptoms"":""91""}","{""symptoms"":""Knee lump or mass""}","{""symptoms"":""20""}","{""symptoms"":""Excessive growth""}","{""symptoms"":""20""}","['Scurvy \t Also known as Scorbutus \t \t\t \tScurvy is a disease resulting from a deficiency of vitamin C', ' which is required for the synthesis of collagen in humans. The chemical name for vitamin C', ' ascorbic acid', ' is derived from the Latin name of scurvy', ' scorbutus', ' which also provides the adjective scorbutic (""of', ' characterized by or having to do with scurvy""). Scurvy often presents itself initially as symptoms of malaise and lethargy', ' followed by formation of spots on the skin', ' spongy gums', ' and bleeding from the mucous membranes. Spots are most abundant on the thighs and legs']"
255,368,Narcolepsy,"[{""symptoms"":""Sleepiness""}","{""symptoms"":""79""}","{""symptoms"":""Fatigue""}","{""symptoms"":""46""}","{""symptoms"":""Apnea""}","{""symptoms"":""41""}","{""symptoms"":""Headache""}","{""symptoms"":""36""}","[""Narcolepsy \t Also known as Excessive Uncontrollable Daytime Sleepiness and Gelineau Syndrome \t \t\t \tNarcolepsy is a chronic neurological disorder caused by the brain's inability to regulate sleep-wake cycles normally. It often begins mildly and progresses over a period of time until it reaches full manifestation. People with narcolepsy often experience disturbed nocturnal sleep and an abnormal daytime sleep pattern"", ' which often is confused with insomnia. Narcoleptics', ' when falling asleep', ' generally experience the REM stage of sleep within 5 minutes', ' while most people do not experience REM sleep until an hour or so later. REM sleep is where most dreams occur. \t\t Source: Wikipedia', 'Patients with narcolepsy often receive \t\t\t \t\t\t other diagnostic procedures (interview;;;;;;']"
256,113,Food allergy,"[{""symptoms"":""Allergic reaction""}","{""symptoms"":""85""}","{""symptoms"":""Skin rash""}","{""symptoms"":""62""}","{""symptoms"":""Itching of skin""}","{""symptoms"":""38""}","{""symptoms"":""Nasal congestion""}","{""symptoms"":""36""}","['Food allergy \t Also known as Food Hypersensitivity \t \t\t \tA food allergy is an adverse immune response to a food protein. They are distinct from other adverse responses to food', ' such as food intolerance', ' pharmacological reactions', ' and toxin-mediated reactions. \t\t Source: Wikipedia', 'Patients with food allergy often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;']"
257,114,Labyrinthitis,"[{""symptoms"":""Dizziness""}","{""symptoms"":""97""}","{""symptoms"":""Nausea""}","{""symptoms"":""66""}","{""symptoms"":""Vomiting""}","{""symptoms"":""61""}","{""symptoms"":""Headache""}","{""symptoms"":""49""}","['Labyrinthitis \t Also known as Otitis Interna \t \t\t \tLabyrinthitis is an ailment of the inner ear and a form of unilateral vestibular dysfunction. It derives its name from the labyrinths that house the vestibular system', ' which senses changes in head position. Labyrinthitis can cause balance disorders', ' vertigo', ' hearing loss and tinnitus. \t\t Source: Wikipedia', 'Patients with labyrinthitis often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram']"
258,115,Anxiety,"[{""symptoms"":""Anxiety and nervousness""}","{""symptoms"":""82""}","{""symptoms"":""Depression""}","{""symptoms"":""43""}","{""symptoms"":""Sharp chest pain""}","{""symptoms"":""38""}","{""symptoms"":""Depressive or psychotic symptoms""}","{""symptoms"":""35""}","['Anxiety \t \t\t \tAnxiety is an unpleasant state of inner turmoil and apprehension', ' often accompanied by nervous behavior', ' such as pacing back and forth', ' somatic complaints and rumination. It is the subjectively unpleasant feelings of dread over something unlikely to happen', ' such as the feeling of imminent death. Anxiety is feeling unrealistic fear', ' worry', ' and uneasiness', ' usually generalized and unfocused. It is often accompanied by restlessness', ' fatigue', ' problems in concentration']"
259,116,Impulse control disorder,"[{""symptoms"":""Depressive or psychotic symptoms""}","{""symptoms"":""55""}","{""symptoms"":""Anxiety and nervousness""}","{""symptoms"":""44""}","{""symptoms"":""Hostile behavior""}","{""symptoms"":""44""}","{""symptoms"":""Depression""}","{""symptoms"":""38""}","['Impulse control disorder \t \t\t \tImpulse control disorder or ICD is a class of psychiatric disorders characterized by impulsivity – failure to resist a temptation', ' urge or impulse that may harm oneself or others. Many psychiatric disorders feature impulsivity', ' including substance-related disorders', ' paraphilias', ' attention deficit hyperactivity disorder', ' antisocial personality disorder', ' conduct disorder', "" schizophrenia and mood disorders. The revised fourth edition of the American Psychiatric Association's Diagnostic and statistical manual of mental disorders (DSM-IV-TR) includes the category"", ' ""impulse control disorders not elsewhere classified""', ' which consists of kleptomania']"
260,117,Stenosis of the tear duct,"[{""symptoms"":""Lacrimation""}","{""symptoms"":""68""}","{""symptoms"":""Symptoms of eye""}","{""symptoms"":""47""}","{""symptoms"":""Eye redness""}","{""symptoms"":""47""}","{""symptoms"":""Nasal congestion""}","{""symptoms"":""41""}","['Stenosis of the tear duct \t Also known as Blocked Tear Duct and Lacrimal Duct Obstruction \t \t\t \tInterference with the secretion of tears by the lacrimal glands. Obstruction of the lacrimal sac or nasolacrimal duct causing acute or chronic inflammation of the lacrimal sac (DACRYOCYSTITIS). It is caused also in infants by failure of the nasolacrimal duct to open into the inferior meatus and occurs about the third week of life. In adults occlusion may occur spontaneously or after injury or nasal disease. (Newell', ' Ophthalmology: Principles and Concepts', ' 7th ed', ' p250) \t\t Source: MeSH', 'Patients with stenosis of the tear duct often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t other or therapeutic nervous system procedures', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises;;;;;;']"
261,118,Abscess of nose,"[{""symptoms"":""Nasal congestion""}","{""symptoms"":""84""}","{""symptoms"":""Cough""}","{""symptoms"":""73""}","{""symptoms"":""Fever""}","{""symptoms"":""62""}","{""symptoms"":""Coryza""}","{""symptoms"":""44""}","['Abscess of nose \t Also known as Nasal Abscess and Nose Abscess \t \t \t\tAbscess of nose is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with abscess of nose often receive \t\t\t \t\t\t other diagnostic procedures (interview;;;;;;']"
262,119,Omphalitis,"[{""symptoms"":""Irregular belly button""}","{""symptoms"":""86""}","{""symptoms"":""Flatulence""}","{""symptoms"":""27""}","{""symptoms"":""Irritable infant""}","{""symptoms"":""27""}","{""symptoms"":""Diaper rash""}","{""symptoms"":""27""}","['Omphalitis \t \t\t \tOmphalitis is the medical term for infection of the umbilical cord stump in the neonatal newborn period. While currently an uncommon anatomical location for infection in the newborn in the United States', ' it has caused significant morbidity and mortality both historically and in areas where health care is less readily available. \t\t Source: Wikipedia', 'Patients with omphalitis often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t excision', ' \t\t\t \t\t\t\t\t\t \t\t\t excision of skin lesion', ' \t\t\t \t\t\t\t\t\t \t\t\t culture wound', ' \t\t\t \t\t\t\t\t\t \t\t\t rectal examination', ' \t\t\t \t\t\t\t\t\t \t\t\t wound care management', ' \t\t\t \t\t\t\t\t\t \t\t\t other non-or therapeutic procedures on skin and breast and \t\t\t \t\t\t\t\t\t \t\t\t examination of foot \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Complete physical skin exam performed (ML)""}']"
263,120,Leukemia,"[{""symptoms"":""Fatigue""}","{""symptoms"":""26""}","{""symptoms"":""Fever""}","{""symptoms"":""25""}","{""symptoms"":""Mouth pain""}","{""symptoms"":""3""}","{""symptoms"":""Pallor""}","{""symptoms"":""1""}","[' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t cancer chemotherapy and \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Complete blood count (Cbc)""}', '{""commonTestsAndProcedures"":""Glucose measurement (Glucose level)""}', '{""commonTestsAndProcedures"":""Complete physical skin exam performed (ML)""}', '{""commonTestsAndProcedures"":""Electrolytes panel""}', '{""commonTestsAndProcedures"":""Hemoglobin A1c measurement (Hemoglobin a1c test)""}', '{""commonTestsAndProcedures"":""Cancer chemotherapy (Chemotherapy)""}', '{""commonTestsAndProcedures"":""Other therapeutic procedures""}]']"
264,121,Bell palsy,"[{""symptoms"":""Focal weakness""}","{""symptoms"":""82""}","{""symptoms"":""Loss of sensation""}","{""symptoms"":""70""}","{""symptoms"":""Symptoms of the face""}","{""symptoms"":""67""}","{""symptoms"":""Headache""}","{""symptoms"":""51""}","[""Bell palsy \t Also known as Bell facial paralysis \t \t\t \tBell's palsy is a form of facial paralysis resulting from a dysfunction of the cranial nerve VII (the facial nerve) causing an inability to control facial muscles on the affected side. Several conditions can cause facial paralysis"", ' e.g.', ' brain tumor', ' stroke', ' myasthenia gravis', ' and Lyme disease. However', ' if no specific cause can be identified', "" the condition is known as Bell's palsy. Named after Scottish anatomist Charles Bell"", ' who first described it', "" Bell's palsy is the most common acute mononeuropathy (disease involving only one nerve) and is the most common cause of acute facial nerve paralysis (>80%). \t\t Source: Wikipedia""]"
265,122,Conjunctivitis due to allergy,"[{""symptoms"":""Eye redness""}","{""symptoms"":""74""}","{""symptoms"":""Itchiness of eye""}","{""symptoms"":""71""}","{""symptoms"":""Pain in eye""}","{""symptoms"":""67""}","{""symptoms"":""Lacrimation""}","{""symptoms"":""54""}","['Conjunctivitis due to allergy \t Also known as Allergic Conjunctivitis and Atopic Conjunctivitis \t \t\t \tAllergic conjunctivitis is inflammation of the conjunctiva (the membrane covering the white part of the eye) due to allergy. Although allergens differ between patients', ' the most common cause is hay fever. Symptoms consist of redness (mainly due to vasodilation of the peripheral small blood vessels)', ' oedema (swelling) of the conjunctiva', ' itching and increased lacrimation (production of tears). If this is combined with rhinitis', ' the condition is termed allergic rhinoconjunctivitis. \t\t Source: Wikipedia', 'Patients with conjunctivitis due to allergy often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmologic and otologic diagnosis and treatment', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on eyelids;;;;;;']"
266,123,Drug reaction,"[{""symptoms"":""Skin rash""}","{""symptoms"":""68""}","{""symptoms"":""Allergic reaction""}","{""symptoms"":""52""}","{""symptoms"":""Itching of skin""}","{""symptoms"":""40""}","{""symptoms"":""Dizziness""}","{""symptoms"":""35""}","['Drug reaction \t Also known as Medication Side Effect and Adverse Drug Reaction \t \t\t \tAn adverse drug reaction (abbreviated ADR) is an expression that describes harm associated with the use of given medications at a normal dosage during normal use. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs. The meaning of this expression differs from the meaning of ""side effect""', ' as this last expression might also imply that the effects can be beneficial. The study of ADRs is the concern of the field known as pharmacovigilance. An adverse drug event (abbreviated ADE) refers to any injury caused by the drug (at normal dosage and/or due to overdose) and any harm associated with the use of the drug (e.g. discontinuation of drug therapy). ADRs are a special type of ADEs. \t\t Source: Wikipedia', 'Patients with drug reaction often receive \t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t cardiac enzymes measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t cardiac monitoring', ' \t\t\t \t\t\t\t\t\t \t\t\t toxicology screen and \t\t\t \t\t\t\t\t\t \t\t\t other or therapeutic nervous system procedures \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Intravenous fluid replacement""}']"
267,124,Adrenal cancer,"[{""symptoms"":""Skin rash""}","{""symptoms"":""27""}","{""symptoms"":""Dizziness""}","{""symptoms"":""27""}","{""symptoms"":""Cough""}","{""symptoms"":""27""}","{""symptoms"":""Diaper rash""}","{""symptoms"":""16""}","[' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t cancer chemotherapy', ' \t\t\t \t\t\t\t\t\t \t\t\t therapeutic radiology for cancer treatment and \t\t\t \t\t\t\t\t\t \t\t\t biopsy \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Complete blood count (Cbc)""}', '{""commonTestsAndProcedures"":""Glucose measurement (Glucose level)""}', '{""commonTestsAndProcedures"":""Complete physical skin exam performed (ML)""}']"
268,125,Myopia,"[{""symptoms"":""Diminished vision""}","{""symptoms"":""72""}","{""symptoms"":""Spots or clouds in vision""}","{""symptoms"":""31""}","{""symptoms"":""Pain in eye""}","{""symptoms"":""27""}","{""symptoms"":""Symptoms of eye""}","{""symptoms"":""23""}","['Myopia \t Also known as Nearsightedness \t \t\t \tMyopia (Greek: μυωπία', ' muōpia', ' from myein ""to shut"" – ops (gen. opos) ""eye"")', ' commonly known as being nearsighted (American English) and shortsighted (British English)', ' is a condition of the eye where the light that comes in does not directly focus on the retina but in front of it. This causes the image that one sees when looking at a distant object to be out of focus', ' but in focus when looking at a close object. \t\t Source: Wikipedia', 'Patients with myopia often receive \t\t\t \t\t\t ophthalmologic and otologic diagnosis and treatment', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on eyelids;;;;;;']"
269,126,Osteoarthritis,"[{""symptoms"":""Knee pain""}","{""symptoms"":""77""}","{""symptoms"":""Hip pain""}","{""symptoms"":""41""}","{""symptoms"":""Shoulder pain""}","{""symptoms"":""41""}","{""symptoms"":""Back pain""}","{""symptoms"":""33""}","['Osteoarthritis \t Also known as Degenerative Joint Disease', ' Degenerative Arthritis', ' Osteoarthrosis', ' Degenerative Arthropathy', ' and Hypertrophic Arthritis \t \t\t \tOsteoarthritis (OA) also known as degenerative arthritis or degenerative joint disease or osteoarthrosis', ' is a group of mechanical abnormalities involving degradation of joints', ' including articular cartilage and subchondral bone. Symptoms may include joint pain', ' tenderness', ' stiffness', ' locking']"
270,127,Thyroid disease,"[{""symptoms"":""Neck mass""}","{""symptoms"":""19""}","{""symptoms"":""Difficulty in swallowing""}","{""symptoms"":""14""}","{""symptoms"":""Hot flashes""}","{""symptoms"":""6""}","{""symptoms"":""Neck swelling""}","{""symptoms"":""6""}","['Thyroid disease \t Also known as Thyroid Disorder and Thyroid Gland Disorder \t \t\t \tA thyroid disease is a medical condition impairing the function of the thyroid. \t\t Source: Wikipedia', 'Patients with thyroid disease often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t psychotherapy', ' \t\t\t \t\t\t\t\t\t \t\t\t mental health counseling', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t examination of breast and \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;']"
