,0,1,2,3,4,5,6,7,8,9,description
142,255,Pulmonic valve disease,Lack of growth,40,Leg pain,40,Shortness of breath,40,Low back pain,40,"'Pulmonic valve disease \t \t \t\tPulmonic valve disease is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with pulmonic valve disease often receive \t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t echocardiography', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t heart valve procedures', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t corneal transplant and \t\t\t \t\t\t\t\t\t \t\t\t procedures on spleen \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Electrocardiogram""}', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}'"
143,256,Tietze syndrome,Sharp chest pain,94,Rib pain,51,Shortness of breath,49,Cough,41,"'Tietze syndrome \t Also known as Costochondritis and Slipping Rib Syndrome \t \t\t \tTietze syndrome is a benign inflammation of one or more of the costal cartilages. It was first described in 1921 by the German surgeon Alexander Tietze (1864–1927). \t\t Source: Wikipedia', 'Patients with tietze syndrome often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement and \t\t\t \t\t\t\t\t\t \t\t\t cardiac enzymes measurement \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}'"
144,257,Cranial nerve palsy,Double vision,53,Headache,40,Diminished vision,35,Abnormal involuntary movements,29,"'Cranial nerve palsy \t Also known as Cranial Neuropathy and Cranial Nerve Disease \t \t\t \tDisorders of one or more of the twelve cranial nerves. With the exception of the optic and olfactory nerves', ' this includes disorders of the brain stem nuclei from which the cranial nerves originate or terminate. \t\t Source: MeSH', 'Patients with cranial nerve palsy often receive \t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
145,258,Injury to the arm,Wrist pain,80,Elbow pain,69,Arm pain,54,Hand or finger pain,38,"'Injury to the arm \t Also known as Arm Injury', ' Upper Extremity Injury', ' and Upper Limb Injury \t \t\t \tOf the 206 bones in your body', ' 3 of them are in your arm;;;;;;'"
146,259,Conversion disorder,Seizures,69,Depression,58,Sweating,40,Allergic reaction,40,"'Conversion disorder \t Also known as Conversion Reaction \t \t\t \tA conversion disorder causes patients to suffer from neurological symptoms', ' such as numbness', ' blindness', ' paralysis', "" or fits without a definable organic cause. It is thought that symptoms arise in response to stressful situations affecting a patient's mental health and Conversion disorder is considered a psychiatric disorder in the Diagnostic and Statistical Manual of Mental Disorders fifth edition (DSM-V). \t\t Source: Wikipedia"", 'Patients with conversion disorder often receive \t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t psychotherapy', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t mental health counseling'"
147,260,Complex regional pain syndrome,Loss of sensation,63,Leg pain,52,Foot or toe pain,42,Paresthesia,40,"'Complex regional pain syndrome \t \t\t \tComplex Regional Pain Syndrome (CRPS)', ' formerly Reflex Sympathetic Dystrophy (RSD) or Causalgia', ' is a chronic systemic disease characterized by severe pain', ' swelling', ' and changes in the skin. CRPS is expected to worsen over time. It often initially affects an arm or a leg and often spreads throughout the body;;;;;;'"
148,261,Otosclerosis,Diminished hearing,94,Dizziness,53,Plugged feeling in ear,53,Ear pain,53,"'Otosclerosis \t \t\t \tOtosclerosis is an abnormal growth of bone near the middle ear. It can result in hearing loss. \t\t Source: Wikipedia', 'Patients with otosclerosis often receive \t\t\t \t\t\t ophthalmologic and otologic diagnosis and treatment', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t excision', ' \t\t\t \t\t\t\t\t\t \t\t\t corneal transplant', ' \t\t\t \t\t\t\t\t\t \t\t\t procedures on spleen', ' \t\t\t \t\t\t\t\t\t \t\t\t removal of ectopic pregnancy', ' \t\t\t \t\t\t\t\t\t \t\t\t tracheostomy;;;;;;'"
149,262,Injury to the trunk,Back pain,72,Rib pain,59,Sharp chest pain,53,Low back pain,50,"'Injury to the trunk \t \t \t\tInjury to the trunk is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with injury to the trunk often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t wound care management', ' \t\t\t \t\t\t\t\t\t \t\t\t cat scan of head and \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}'"
150,263,Hypothyroidism,Fatigue,30,Weight gain,12,Too little hair,4,Muscle pain,3,"' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t examination of breast', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
151,264,Primary insomnia,Insomnia,76,Abnormal breathing sounds,53,Fatigue,51,Apnea,40,"'Primary insomnia \t \t\t \tInsomnia', ' or sleeplessness', ' is a sleep disorder in which there is an inability to fall asleep or to stay asleep as long as desired. While the term is sometimes used to describe a disorder demonstrated by polysomnographic evidence of disturbed sleep', ' insomnia is often practically defined as a positive response to either of two questions: ""Do you experience difficulty sleeping?"" or ""Do you have difficulty falling or staying asleep?"" \t\t Source: Wikipedia', 'Patients with primary insomnia often receive \t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
152,265,Lice,Itchy scalp,49,Skin rash,49,Cough,39,Itching of skin,32,"'Lice \t Also known as Pediculosis and Lice Infestation \t \t\t \tLouse (plural: lice) is the common name for members of over 3', '000 species of wingless insects of the order Phthiraptera;;;;;;'"
153,266,Vitamin B12 deficiency,Fatigue,36,Paresthesia,14,Disturbance of memory,14,Problems with movement,9,"'Vitamin B12 deficiency \t Also known as Cobalamin Deficiency and Cyanocobalamin Deficiency \t \t\t \tVitamin B12 deficiency or hypocobalaminemia is a low blood level of vitamin B12. It can cause permanent damage to nervous tissue if left untreated longer than 6 months. Vitamin B12 itself was discovered through investigation of pernicious anemia', ' which is an autoimmune disease that destroys parietal cells in the stomach that secrete intrinsic factor. Pernicious anemia', ' if left untreated', ' is usually fatal within three years. Once identified', ' however', ' the condition can be treated successfully and with relative ease', ' although it cannot be cured and ongoing treatment is required. Humans obtain almost all of their vitamin B12 from dietary means. Pernicious anemia is usually the result of insufficient secretion of intrinsic factor within the stomach. Other more subtle types of vitamin B12 deficiency have been elucidated', ' including the biochemical effects', ' over the course of time in significant numbers. \t\t Source: Wikipedia', 'Patients with vitamin b12 deficiency often receive \t\t\t \t\t\t hematologic tests'"
155,268,Vulvodynia,Pelvic pain,76,Sharp abdominal pain,74,Lower abdominal pain,52,Pain during pregnancy,34,"'Vulvodynia \t \t\t \tVulvodynia is a chronic pain syndrome that affects the vulvar area and often occurs without an identifiable cause or visible pathology categorized in the ICD-9 group 625—specifically ICD-9 625.7', ' which is for pain and other disorders of the female genital organs. It refers to pain of the vulva unexplained by vulvar or vaginal infection or skin disease. \t\t Source: Wikipedia', 'Patients with vulvodynia often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t pelvis exam', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests and \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Urinalysis""}'"
156,269,Endometriosis,Pelvic pain,67,Sharp abdominal pain,61,Lower abdominal pain,30,Painful menstruation,28,"'Endometriosis \t Also known as Displaced endometrial tissue \t \t\t \tEndometriosis is a gynecological medical condition in which cells from the lining of the uterus (endometrium) appear and flourish outside the uterine cavity', ' most commonly on the membrane which lines the abdominal cavity. The uterine cavity is lined with endometrial cells', ' which are under the influence of female hormones. Endometrial-like cells in areas outside the uterus (endometriosis) are influenced by hormonal changes and respond in a way that is similar to the cells found inside the uterus. Symptoms often worsen with the menstrual cycle. \t\t Source: Wikipedia', 'Patients with endometriosis often receive \t\t\t \t\t\t pelvis exam', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test', ' \t\t\t \t\t\t\t\t\t \t\t\t examination of breast', ' \t\t\t \t\t\t\t\t\t \t\t\t excision', ' \t\t\t \t\t\t\t\t\t \t\t\t rectal examination and \t\t\t \t\t\t\t\t\t \t\t\t chlamydia test \t\t\t \t\t\t.'"
157,270,Vasculitis,Skin rash,46,Skin lesion,38,Headache,35,Leg pain,30,"'Vasculitis \t Also known as Angiitis \t \t\t \tVasculitis (plural: vasculitides) is a group of disorders that destroy blood vessels by inflammation. Both arteries and veins are affected. Lymphangitis is sometimes considered a type of vasculitis. Vasculitis is primarily due to leukocyte migration and resultant damage. \t\t Source: Wikipedia', 'Patients with vasculitis often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t wound care management', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
158,271,Concussion,Headache,83,Dizziness,49,Neck pain,45,Vomiting,31,"'Concussion \t Also known as Cerebral Concussion and Commotio Cerebri \t \t\t \tConcussion', ' from the Latin concutere (""to shake violently"") or concussus (""action of striking together"")', ' is the most common type of traumatic brain injury. The terms mild brain injury', ' mild traumatic brain injury (MTBI)', ' mild head injury (MHI)', ' minor head trauma', ' and concussion may be used interchangeably', ' although the last is often treated as a narrower category. Although the term ""concussion"" is still used in sports literature as interchangeable with ""MHI"" or ""MTBI""', ' the general clinical medical literature now uses ""MTBI"" instead. In this article', ' ""concussion"" and ""MTBI"" are used interchangeably. Frequently defined as a head injury with a temporary loss of brain function'"
159,272,Oral leukoplakia,Tongue lesions,73,Fever,45,Hemoptysis,45,Skin swelling,45,"'Oral leukoplakia \t Also known as Oral Keratosis \t \t\t \tLeukoplakia (also termed leucoplakia', ' leukokeratosis', ' leukoplasia', ' idiopathic leukoplakia', ' idiopathic keratosis', ' or idiopathic white patch)', ' is a condition where areas of keratosis appear as adherent white patches on the mucous membranes of the oral cavity. Leukoplakia may affect other gastrointestinal tract mucosal sites', ' or mucosal surfaces of the urinary tract and genitals. When leukoplakia occurs in the mouth', ' it is sometimes termed oral leukoplakia', ' which is defined as ""a predominantly white lesion of the oral mucosa that cannot be characterized as any other definable lesion"". Leukoplakia literally means ""white patch"" and is a descriptive clinical term that is only correctly used once all other possible causes have been ruled out (a diagnosis of exclusion). As such'"
160,273,Chronic kidney disease,Fatigue,35,Shortness of breath,25,Symptoms of the kidneys,21,Peripheral edema,13,"' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement and \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Complete blood count (Cbc)""}', '{""commonTestsAndProcedures"":""Glucose measurement (Glucose level)""}', '{""commonTestsAndProcedures"":""Urinalysis""}', '{""commonTestsAndProcedures"":""Electrolytes panel""}', '{""commonTestsAndProcedures"":""Lipid panel""}', '{""commonTestsAndProcedures"":""Hemoglobin A1c measurement (Hemoglobin a1c test)""}'"
161,274,Bladder disorder,Symptoms of bladder,59,Blood in urine,53,Frequent urination,46,Sharp abdominal pain,36,"'Bladder disorder \t Also known as Disease Of The Bladder and Bladder Disease \t \t\t \tUrinary bladder disease can be congenital or acquired. \t\t Source: Wikipedia', 'Patients with bladder disorder often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t endoscopy and endoscopic biopsy of the urinary tract', ' \t\t\t \t\t\t\t\t\t \t\t\t pelvis exam', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t rectal examination', ' \t\t\t \t\t\t\t\t\t \t\t\t prostate specific antigen measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
162,275,Chorioretinitis,Diminished vision,78,Spots or clouds in vision,55,Eye burns or stings,32,Pain in eye,32,"'Chorioretinitis \t Also known as Retinochoroiditis \t \t\t \tChorioretinitis is an inflammation of the choroid (thin pigmented vascular coat of the eye) and retina of the eye. It is a form of posterior uveitis. If only the choroid is inflamed and not the retina', "" the condition is termed choroiditis. The ophthalmologist's goal in treating these potentially blinding conditions is to eliminate the inflammation and minimize the potential risk of therapy to the patient. \t\t Source: Wikipedia"", 'Patients with chorioretinitis often receive \t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on eyelids;;;;;;'"
163,276,Priapism,Penis pain,85,Painful urination,51,Back pain,33,Pain during intercourse,33,"'Priapism \t \t\t \tPriapism (/ˈpraɪəpɪzəm/) a potentially painful medical condition', ' in which the erect penis does not return to its flaccid state', ' despite the absence of both physical and psychological stimulation', ' within four hours. There are two types of priapism: low-flow and high-flow;;;;;;'"
164,277,Myositis,Leg pain,42,Knee pain,40,Skin rash,26,Back pain,26,"'Myositis \t Also known as Inflammatory Muscle Disease \t \t\t \tMyositis is a general term for inflammation of the muscles. Many such conditions are considered likely to be caused by autoimmune conditions', ' rather than directly due to infection (although autoimmune conditions can be activated or exacerbated by infections.) It is also a documented side effect of the lipid-lowering drugs statins and fibrates. \t\t Source: Wikipedia', 'Patients with myositis often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t wound care management', ' \t\t\t \t\t\t\t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t bone density scan', ' \t\t\t \t\t\t\t\t\t \t\t\t occupational therapy assessment', ' \t\t\t \t\t\t\t\t\t \t\t\t traction;;;;;;'"
165,278,Mononucleosis,Sore throat,85,Fever,70,Headache,57,Swollen lymph nodes,41,"'Mononucleosis \t Also known as Infectious Mononucleosis', ' Glandular Fever', ' and Pfeiffer\'s Disease \t \t\t \t Mononucleosis (also called ""Mono""', ' glandular fever', ' and', ' colloquially', ' the ""kissing disease"")', ' is a disease most commonly caused by the Epstein-Barr virus (EBV). EBV affects the lymphocytes which are white blood cells involved in the adaptive immune system. Mononucleosis can also be caused by cytomegalovirus (HCMV)', ' a herpes virus most commonly found in body fluids. While CMV can cause mononucleosis', ' 85% of the cases are associated with EBV. The disease can be seen in many populations and age cohorts'"
166,279,Neuralgia,Back pain,73,Leg pain,64,Loss of sensation,60,Neck pain,57,"'Neuralgia \t \t\t \tNeuralgia is pain in one or more nerves caused by a change in neurological structure or function of the nerves rather than by excitation of healthy pain receptors. Neuralgia falls into two categories: central neuralgia', ' where the cause of the pain is located in the spinal cord or brain', ' and peripheral neuralgia. This unusual pain is thought to be linked to four possible mechanisms: ion channel gate malfunctions;;;;;;'"
167,280,Polycystic kidney disease,Side pain,45,Blood in urine,40,Sharp abdominal pain,34,Kidney mass,31,"'Polycystic kidney disease \t Also known as Polycystic Renal Disease and Congenital Polycystic Kidney \t \t\t \tPolycystic kidney disease (PKD or PCKD', ' also known as polycystic kidney syndrome) is a cystic genetic disorder of the kidneys. There are two types of PKD: autosomal dominant polycystic kidney disease (ADPKD) and the less-common autosomal recessive polycystic kidney disease (ARPKD). \t\t Source: Wikipedia', 'Patients with polycystic kidney disease often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement and \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Urinalysis""}'"
168,281,Bipolar disorder,Depressive or psychotic symptoms,64,Depression,62,Anxiety and nervousness,48,Insomnia,21,"'Bipolar disorder \t Also known as Manic Depression', ' Bipolar Affective Disorder', ' and Bipolar Mood Disorder \t \t\t \tBipolar disorder (also known as bipolar affective disorder', ' manic-depressive disorder', ' or manic depression) is a psychiatric diagnosis for a mood disorder. Individuals with bipolar disorder experience episodes of a frenzied state known as mania', ' typically alternating with episodes of depression. \t\t Source: Wikipedia', 'Patients with bipolar disorder often receive \t\t\t \t\t\t psychotherapy', ' \t\t\t \t\t\t\t\t\t \t\t\t mental health counseling', ' \t\t\t \t\t\t\t\t\t \t\t\t toxicology screen', ' \t\t\t \t\t\t\t\t\t \t\t\t depression screen'"
169,282,Amyloidosis,Shortness of breath,72,Fatigue,43,Anxiety and nervousness,43,Symptoms of the kidneys,43,"'Amyloidosis \t Also known as Amyloid Disease \t \t\t \tIn medicine', ' amyloidosis refers to a variety of conditions wherein normally soluble proteins become insoluble and are deposited in the extracellular space of various organs or tissues', "" disrupting normal function. The insoluble fibrous protein aggregates that develop in amyloidosis are known as amyloids. They result from a change in the protein's secondary structure"", ' which causes the protein to take on a particular aggregated insoluble form', ' similar to the beta-pleated sheet. Symptoms vary widely depending upon where in the body amyloid deposits accumulate. Amyloidosis may be inherited or acquired. Senile systemic amyloidosis was determined to be the primary cause of death for 70% of supercentenarians who have been autopsied. \t\t Source: Wikipedia', 'Patients with amyloidosis often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t human papillomavirus dna detection', ' \t\t\t \t\t\t\t\t\t \t\t\t traction;;;;;;'"
170,283,Chronic inflammatory demyelinating polyneuropathy (CIDP),Loss of sensation,78,Weakness,67,Problems with movement,53,Leg weakness,53,"'Chronic inflammatory demyelinating polyneuropathy (CIDP) \t Also known as CIDP \t \t\t \tChronic inflammatory demyelinating polyneuropathy (CIDP) is an acquired immune-mediated inflammatory disorder of the peripheral nervous system. The disorder is sometimes called chronic relapsing polyneuropathy or chronic inflammatory demyelinating polyradiculoneuropathy (because it involves the nerve roots). CIDP is closely related to Guillain-Barré syndrome and it is considered the chronic counterpart of that acute disease. Its symptoms are also similar to progressive inflammatory neuropathy. An asymmetrical variant of CIDP is known as Lewis-Sumner syndrome. \t\t Source: Wikipedia', 'Patients with chronic inflammatory demyelinating polyneuropathy (cidp) often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
171,284,Gastroesophageal reflux disease (GERD),Sharp chest pain,44,Sharp abdominal pain,43,Vomiting,33,Heartburn,33,"'Gastroesophageal reflux disease (GERD) \t Also known as Reflux and GERD \t \t\t \tGastroesophageal reflux disease (GERD)', ' gastro-oesophageal reflux disease (GORD)', ' gastric reflux disease', ' or acid reflux disease is a chronic symptom of mucosal damage caused by stomach acid coming up from the stomach into the esophagus. \t\t Source: Wikipedia', 'Patients with gastroesophageal reflux disease (gerd) often receive \t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
172,285,Vitreous hemorrhage,Diminished vision,83,Spots or clouds in vision,72,Blindness,40,Symptoms of eye,35,
173,286,Poisoning due to antimicrobial drugs,Skin rash,83,Allergic reaction,62,Problems with movement,51,Abnormal involuntary movements,43,"'Poisoning due to antimicrobial drugs \t \t \t\tPoisoning due to antimicrobial drugs is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with poisoning due to antimicrobial drugs often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t occupational therapy assessment', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises and \t\t\t \t\t\t\t\t\t \t\t\t toxicology screen \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Complete blood count (Cbc)""}'"
174,287,Open wound of the mouth,Tongue lesions,31,Toothache,27,Seizures,23,Lip swelling,18,"'Open wound of the mouth \t \t \t\tOpen wound of the mouth is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with open wound of the mouth often receive \t\t\t \t\t\t suturing of wound', ' \t\t\t \t\t\t\t\t\t \t\t\t wound care management', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t cat scan of head', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures', ' \t\t\t \t\t\t\t\t\t \t\t\t treatment;;;;;;'"
176,289,Myasthenia gravis,Double vision,50,Weakness,48,Fatigue,36,Abnormal movement of eyelid,28,"'Myasthenia gravis \t Also known as MG \t \t\t \tMyasthenia gravis (from Greek μύς ""muscle""', ' ἀσθένεια ""weakness""', ' and Latin: gravis ""serious"";;;;;;'"
177,290,Hypoglycemia,Depressive or psychotic symptoms,49,Weakness,45,Dizziness,39,Fainting,27,"'Hypoglycemia \t Also known as Low Blood Sugar Level \t \t\t \tHypoglycemia (also spelled hypoglycaemia or hypoglycæmia', ' not to be confused with hyperglycemia) is an abnormally diminished content of glucose in the blood. The term literally means ""low sugar blood"" (Gr. ὑπογλυκαιμία', ' from hypo-', ' glykys', ' haima). It can produce a variety of symptoms and effects but the principal problems arise from an inadequate supply of glucose to the brain', ' resulting in impairment of function (neuroglycopenia). Effects can range from mild dysphoria to more serious issues such as seizures', ' unconsciousness', ' and (rarely) permanent brain damage or death. \t\t Source: Wikipedia', 'Patients with hypoglycemia often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement'"
178,291,Idiopathic absence of menstruation,Absence of menstruation,78,Sharp abdominal pain,36,Unpredictable menstruation,36,Nausea,24,"'Idiopathic absence of menstruation \t \t \t\tIdiopathic absence of menstruation is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with idiopathic absence of menstruation often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t pelvis exam', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t examination of breast', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t chlamydia test and \t\t\t \t\t\t\t\t\t \t\t\t lipid panel \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Pelvis exam""}'"
179,292,Dislocation of the ankle,Ankle pain,86,Ankle swelling,56,Foot or toe pain,38,Eye strain,3,"'Dislocation of the ankle \t Also known as Ankle Dislocation and Dislocated Ankle \t \t\t \tA joint dislocation', ' or luxation', ' occurs when there is an abnormal separation in the joint', ' where two or more bones meet. A partial dislocation is referred to as a subluxation. Dislocations are often caused by sudden trauma on the joint like an impact or fall. A joint dislocation can cause damage to the surrounding ligaments', ' tendons', ' muscles', ' and nerves. Dislocations can occur in any joint major (Shoulder', ' knees', ' etc.) or minor (toes', ' fingers'"
180,293,Carbon monoxide poisoning,Headache,81,Nausea,72,Dizziness,53,Vomiting,42,"'Carbon monoxide poisoning \t Also known as Carbon Monoxide Toxicity \t \t\t \tCarbon monoxide poisoning occurs after enough inhalation of carbon monoxide (CO). Carbon monoxide is a toxic gas', ' but', ' being colorless', ' odorless', ' tasteless', ' and initially non-irritating', ' it is very difficult for people to detect. Carbon monoxide is a product of incomplete combustion of organic matter due to insufficient oxygen supply to enable complete oxidation to carbon dioxide (CO2). It is often produced in domestic or industrial settings by older motor vehicles and other gasoline-powered tools', ' heaters', ' and cooking equipment. Exposures at 100 ppm or greater can be dangerous to human health. \t\t Source: Wikipedia', 'Patients with carbon monoxide poisoning often receive \t\t\t \t\t\t hematologic tests'"
181,294,Panic attack,Shortness of breath,77,Dizziness,67,Sharp chest pain,67,Loss of sensation,64,"'Panic attack \t \t\t \tPanic attacks are periods of intense fear or apprehension that are of sudden onset and of variable duration from minutes to hours. Panic attacks usually begin abruptly', ' may reach a peak within 10 minutes', ' but may continue for much longer if the sufferer had the attack triggered by a situation from which they are not able to escape. In panic attacks that continue unabated', ' and are triggered by a situation from which the sufferer desires to escape', ' some sufferers may make frantic efforts to escape', ' which may be violent if others attempt to contain the sufferer. Some panic attacks can subside on their own over the next several hours. Often', ' those afflicted will experience significant anticipatory anxiety and limited symptom attacks in between attacks', ' in situations where attacks have previously occurred. The effects of a panic attack vary. Some', ' notably first-time sufferers', ' may call for emergency services. Many who experience a panic attack'"
